customer_id,age,gender,country,annual_income,spending_score,num_purchases,avg_purchase_value,membership_years,website_visits_per_month,cart_abandon_rate,churned,feedback_text,last_purchase_date,purchase_decision,Cluster,high_purchase_customer,purchase_label,Cluster_Label
641,32,0,1,36101,71,20,38.81,6,14,0.33,0,The website is easy to use.,2025-05-31,1,0,0,0,High Value Customer
642,18,0,5,78446,61,11,41.84,0,23,0.76,0,Good quality and value for money.,2025-10-15,1,0,0,0,High Value Customer
643,56,1,0,106063,23,23,36.87,8,7,0.5,0,Love the products and fast shipping.,2025-08-21,1,1,1,1,Low Engagement Customer
644,30,1,0,117494,56,22,60.13,6,18,0.15,0,Excellent customer service.,2025-05-25,1,3,0,1,Other
645,55,0,9,136273,26,17,62.1,4,25,0.63,0,Good quality and value for money.,2025-06-28,1,3,0,0,Other
646,62,1,4,90318,24,32,34.41,13,29,0.88,0,Very satisfied with my purchase.,2025-07-06,1,1,1,1,Low Engagement Customer
647,50,1,8,122330,50,13,52.57,1,21,0.0,0,Very satisfied with my purchase.,2025-10-18,1,3,0,0,Other
648,68,0,1,62056,81,32,52.66,10,4,0.28,0,"Great experience, will shop again!",2025-08-22,1,2,1,1,Potential Customer
649,28,1,9,70588,61,21,40.0,5,14,0.3,0,The website is easy to use.,2025-08-20,1,0,0,0,High Value Customer
650,36,1,6,129023,73,43,68.12,15,5,0.09,0,"Great experience, will shop again!",2025-05-09,1,3,1,1,Other
651,44,0,5,26949,92,40,53.02,14,3,0.4,0,Love the products and fast shipping.,2025-08-11,1,2,1,1,Potential Customer
652,27,1,9,41853,32,23,27.51,8,22,0.53,0,Excellent customer service.,2025-08-09,1,1,1,1,Low Engagement Customer
653,57,0,1,63772,51,20,48.96,5,13,0.96,0,Good quality and value for money.,2025-07-14,1,2,0,0,Potential Customer
654,53,0,5,64460,55,36,39.51,13,11,0.62,0,Very satisfied with my purchase.,2025-08-09,1,2,1,1,Potential Customer
655,60,1,4,74389,32,15,33.14,3,12,0.35,0,Good quality and value for money.,2025-07-25,1,1,0,0,Low Engagement Customer
656,67,1,4,166165,67,14,63.97,0,1,0.82,0,Love the products and fast shipping.,2025-06-22,1,3,0,0,Other
657,61,0,9,70338,40,36,50.65,14,26,0.06,0,Very satisfied with my purchase.,2025-07-06,1,2,1,1,Potential Customer
658,21,0,6,91255,45,10,40.38,0,19,0.32,0,Very satisfied with my purchase.,2025-05-08,1,0,0,0,High Value Customer
659,61,1,6,136081,13,9,43.84,1,9,0.72,0,Love the products and fast shipping.,2025-05-18,1,1,0,0,Low Engagement Customer
660,50,1,9,51579,92,32,49.07,9,15,0.21,0,Very satisfied with my purchase.,2025-07-23,1,2,1,1,Potential Customer
661,52,1,9,132868,37,36,58.03,13,23,0.65,0,"Great experience, will shop again!",2025-05-31,1,3,1,1,Other
662,23,0,7,28498,35,15,22.7,4,11,0.59,0,Good quality and value for money.,2025-05-13,1,0,0,0,High Value Customer
663,66,1,5,61508,2,35,38.14,15,26,0.39,0,Excellent customer service.,2025-09-12,1,1,1,1,Low Engagement Customer
664,19,1,9,149976,17,11,52.77,0,30,0.03,0,Very satisfied with my purchase.,2025-08-22,1,0,0,0,High Value Customer
665,35,1,5,36489,67,38,38.2,14,14,0.03,0,Love the products and fast shipping.,2025-10-22,1,2,1,1,Potential Customer
666,67,1,4,142375,48,30,61.17,8,18,0.84,0,"Great experience, will shop again!",2025-08-02,1,3,1,1,Other
667,64,0,1,63507,56,25,51.62,7,27,0.76,0,Love the products and fast shipping.,2025-05-23,1,2,1,1,Potential Customer
668,26,0,2,126536,49,15,50.63,1,4,0.23,0,Love the products and fast shipping.,2025-10-04,1,0,0,0,High Value Customer
669,54,0,3,79346,21,14,42.4,3,28,0.06,0,Excellent customer service.,2025-08-02,1,1,0,0,Low Engagement Customer
670,68,1,3,72939,8,16,30.14,5,8,0.19,1,I will not be shopping here again.,2025-01-25,1,1,0,0,Low Engagement Customer
671,18,1,4,125342,88,15,68.77,0,12,0.47,0,"Great experience, will shop again!",2025-07-30,1,3,0,0,Other
672,34,1,5,44876,83,36,37.78,12,7,0.88,0,Excellent customer service.,2025-06-01,1,2,1,1,Potential Customer
673,41,0,5,26118,96,21,38.73,5,21,0.13,0,Good quality and value for money.,2025-06-19,1,2,0,0,Potential Customer
674,66,0,8,174237,60,32,75.66,8,2,0.92,1,Difficult to navigate the website.,2024-06-03,1,3,1,1,Other
675,48,0,9,143922,90,47,66.57,15,11,0.41,0,Excellent customer service.,2025-07-10,1,3,1,1,Other
676,57,1,5,55854,93,31,56.81,9,24,0.16,0,Love the products and fast shipping.,2025-08-24,1,2,1,1,Potential Customer
677,56,0,3,35923,63,13,40.45,3,29,0.06,0,Excellent customer service.,2025-06-05,1,2,0,0,Potential Customer
678,37,0,8,131873,14,25,50.67,8,10,0.77,0,The website is easy to use.,2025-06-07,1,3,1,1,Other
679,48,0,5,46479,71,23,41.25,7,26,0.67,0,Good quality and value for money.,2025-08-29,1,2,1,1,Potential Customer
680,62,1,1,32168,8,22,29.43,10,4,0.13,0,Love the products and fast shipping.,2025-05-07,1,1,0,1,Low Engagement Customer
681,70,0,2,71946,76,17,44.13,3,6,0.47,0,Very satisfied with my purchase.,2025-09-12,1,2,0,0,Potential Customer
682,44,1,9,98863,83,39,64.87,13,13,0.18,0,Very satisfied with my purchase.,2025-08-13,1,3,1,1,Other
683,32,1,2,142856,45,24,49.07,7,22,0.14,0,"Great experience, will shop again!",2025-09-25,1,3,1,1,Other
684,41,0,9,79482,19,5,36.44,0,1,0.57,0,The website is easy to use.,2025-05-19,1,0,0,0,High Value Customer
685,25,0,8,134958,13,16,44.08,3,6,0.05,0,Good quality and value for money.,2025-05-02,1,0,0,0,High Value Customer
686,53,0,8,59984,29,15,34.71,4,14,0.04,0,Very satisfied with my purchase.,2025-08-12,1,1,0,0,Low Engagement Customer
687,30,1,6,136642,61,37,59.54,12,8,0.06,0,Excellent customer service.,2025-05-23,1,3,1,1,Other
688,60,0,6,128084,63,35,51.92,10,29,0.08,0,Good quality and value for money.,2025-10-11,1,3,1,1,Other
689,61,0,8,101544,14,29,48.24,11,19,0.75,0,Good quality and value for money.,2025-07-11,1,1,1,1,Low Engagement Customer
690,38,0,9,119876,22,22,38.96,6,25,0.63,0,Good quality and value for money.,2025-05-22,1,1,0,1,Low Engagement Customer
691,18,0,5,73630,15,4,28.62,0,26,0.64,1,I will not be shopping here again.,2024-02-09,1,0,0,0,High Value Customer
692,69,1,0,109406,21,15,53.58,3,16,0.79,0,Excellent customer service.,2025-06-19,1,3,0,0,Other
693,29,1,7,42538,68,22,49.46,6,8,0.26,0,Very satisfied with my purchase.,2025-05-18,1,0,0,1,High Value Customer
694,62,0,6,170438,67,39,65.0,11,2,0.99,0,Good quality and value for money.,2025-08-09,1,3,1,1,Other
695,55,1,9,90410,69,42,57.27,15,6,0.46,0,The website is easy to use.,2025-07-02,1,2,1,1,Potential Customer
696,37,1,9,96696,56,23,50.7,6,16,0.76,0,"Great experience, will shop again!",2025-09-07,1,0,1,1,High Value Customer
697,57,1,8,165762,38,17,53.22,3,7,0.06,0,Good quality and value for money.,2025-08-14,1,3,0,0,Other
698,50,0,9,85222,68,39,58.86,14,6,0.69,0,Very satisfied with my purchase.,2025-07-26,1,2,1,1,Potential Customer
699,38,1,1,42353,22,28,22.93,11,5,0.41,0,"Great experience, will shop again!",2025-08-20,1,1,1,1,Low Engagement Customer
700,32,0,4,123165,36,13,48.02,2,6,0.71,0,Excellent customer service.,2025-07-19,1,0,0,0,High Value Customer
701,21,0,6,101500,39,14,41.35,2,11,0.14,0,"Great experience, will shop again!",2025-05-22,1,0,0,0,High Value Customer
702,20,0,9,117723,43,9,57.81,0,11,0.76,1,"Poor quality, item broke after a week.",2025-04-03,1,0,0,0,High Value Customer
703,53,1,5,73161,20,31,32.93,12,22,0.45,0,"Great experience, will shop again!",2025-08-05,1,1,1,1,Low Engagement Customer
704,33,0,5,67130,20,5,30.56,0,17,0.37,1,Customer service was unhelpful.,2024-05-21,1,0,0,0,High Value Customer
705,25,0,9,142733,10,22,47.45,6,3,0.16,0,"Great experience, will shop again!",2025-10-03,1,0,0,1,High Value Customer
706,43,1,9,98914,75,44,51.13,15,24,0.34,0,The website is easy to use.,2025-10-09,1,2,1,1,Potential Customer
707,23,1,2,63941,2,5,34.92,0,18,0.03,1,Difficult to navigate the website.,2024-10-03,1,0,0,0,High Value Customer
708,45,1,4,140802,31,37,61.22,13,22,0.21,0,Very satisfied with my purchase.,2025-08-23,1,3,1,1,Other
709,38,0,1,21980,21,36,31.09,15,20,0.68,1,Difficult to navigate the website.,2024-01-16,1,1,1,1,Low Engagement Customer
710,25,0,1,25342,12,12,37.06,4,3,0.6,0,Very satisfied with my purchase.,2025-06-10,1,0,0,0,High Value Customer
711,31,1,8,134423,11,11,48.78,1,23,0.38,0,The website is easy to use.,2025-10-23,1,0,0,0,High Value Customer
712,38,0,4,139331,89,34,72.31,9,22,0.89,0,Very satisfied with my purchase.,2025-09-05,1,3,1,1,Other
713,30,0,9,64632,26,22,46.94,7,29,0.9,1,Customer service was unhelpful.,2025-04-28,1,0,0,1,High Value Customer
714,24,0,5,21914,79,15,36.42,3,13,0.86,0,Excellent customer service.,2025-05-28,1,0,0,0,High Value Customer
715,42,0,0,69839,39,39,35.04,15,1,0.62,0,Love the products and fast shipping.,2025-10-27,1,1,1,1,Low Engagement Customer
716,24,1,1,67438,71,17,56.43,3,15,0.64,0,The website is easy to use.,2025-08-22,1,0,0,0,High Value Customer
717,40,0,9,139776,27,32,47.67,11,12,0.62,0,Very satisfied with my purchase.,2025-08-16,1,3,1,1,Other
718,26,0,5,27112,97,10,47.79,0,20,0.18,0,"Great experience, will shop again!",2025-07-10,1,0,0,0,High Value Customer
719,64,1,8,48601,43,31,40.81,13,23,0.17,0,Very satisfied with my purchase.,2025-09-26,1,1,1,1,Low Engagement Customer
720,29,1,4,55490,46,29,42.22,11,27,0.77,1,I will not be shopping here again.,2024-07-12,1,1,1,1,Low Engagement Customer
721,59,0,4,166947,40,40,61.28,14,29,0.5,0,The website is easy to use.,2025-10-10,1,3,1,1,Other
722,38,0,9,67677,84,18,53.63,2,2,0.27,0,"Great experience, will shop again!",2025-09-04,1,0,0,0,High Value Customer
723,26,1,6,128643,8,20,42.98,7,6,0.98,0,Excellent customer service.,2025-08-14,1,1,0,0,Low Engagement Customer
724,22,1,9,132118,92,18,56.71,1,20,0.29,0,Good quality and value for money.,2025-09-26,1,0,0,0,High Value Customer
725,22,1,4,109153,75,17,60.24,1,9,0.18,0,Love the products and fast shipping.,2025-10-03,1,0,0,0,High Value Customer
726,69,0,9,95019,59,25,46.5,8,28,0.67,0,Very satisfied with my purchase.,2025-07-07,1,2,1,1,Potential Customer
727,63,1,9,151644,93,39,62.01,12,12,0.1,0,The website is easy to use.,2025-05-12,1,3,1,1,Other
728,70,0,4,175816,68,46,75.83,15,22,0.9,0,Good quality and value for money.,2025-07-23,1,3,1,1,Other
729,63,0,0,152313,50,15,62.07,0,22,0.41,0,"Great experience, will shop again!",2025-05-27,1,3,0,0,Other
730,39,0,1,52761,95,33,39.68,11,27,0.37,0,"Great experience, will shop again!",2025-07-18,1,2,1,1,Potential Customer
731,65,1,5,42484,91,34,39.38,11,14,0.61,0,Good quality and value for money.,2025-09-05,1,2,1,1,Potential Customer
732,42,0,7,57137,92,42,46.51,15,22,0.69,0,Very satisfied with my purchase.,2025-05-17,1,2,1,1,Potential Customer
733,62,0,5,32029,68,20,34.95,6,30,0.25,0,Excellent customer service.,2025-07-07,1,2,0,0,Potential Customer
734,49,0,5,52978,49,16,42.36,4,16,0.02,0,Very satisfied with my purchase.,2025-10-08,1,1,0,0,Low Engagement Customer
735,46,1,9,109426,2,25,40.94,9,7,0.11,0,The website is easy to use.,2025-05-24,1,1,1,1,Low Engagement Customer
736,52,1,9,62757,46,10,44.11,1,1,0.68,0,Love the products and fast shipping.,2025-09-18,1,0,0,0,High Value Customer
737,54,0,6,79260,70,9,41.36,0,8,0.86,0,Excellent customer service.,2025-08-17,1,0,0,0,High Value Customer
738,18,0,9,138196,77,15,67.33,0,29,0.71,0,The website is easy to use.,2025-05-28,1,3,0,0,Other
739,53,0,5,56840,16,6,42.38,0,9,0.92,1,Shipping was too slow.,2024-10-10,1,1,0,0,Low Engagement Customer
740,69,1,6,91446,45,11,53.73,1,24,0.08,0,Good quality and value for money.,2025-09-30,1,3,0,0,Other
741,53,1,5,80815,26,16,49.97,4,3,0.24,0,Love the products and fast shipping.,2025-08-21,1,1,0,0,Low Engagement Customer
742,64,0,6,110740,78,22,53.58,4,5,0.67,0,Excellent customer service.,2025-06-02,1,3,0,1,Other
743,23,1,9,110949,36,16,51.43,3,7,0.53,0,Excellent customer service.,2025-09-12,1,0,0,0,High Value Customer
744,33,0,5,59272,71,33,48.3,12,16,0.53,0,Good quality and value for money.,2025-07-02,1,2,1,1,Potential Customer
745,19,0,9,75211,4,7,39.4,1,22,0.62,0,Very satisfied with my purchase.,2025-07-26,1,0,0,0,High Value Customer
746,48,1,4,95364,19,23,36.73,7,12,0.8,0,The website is easy to use.,2025-07-08,1,1,1,1,Low Engagement Customer
747,41,0,8,104723,99,26,57.75,5,2,0.81,0,"Great experience, will shop again!",2025-09-16,1,2,1,1,Potential Customer
748,58,0,8,70856,46,14,34.02,3,15,0.74,0,"Great experience, will shop again!",2025-08-21,1,1,0,0,Low Engagement Customer
749,68,0,3,88334,14,10,35.41,1,6,0.4,1,The product did not match the description.,2023-11-23,1,1,0,0,Low Engagement Customer
750,27,0,5,34191,75,26,40.39,9,26,0.88,0,"Great experience, will shop again!",2025-05-30,1,2,1,1,Potential Customer
751,31,0,7,43212,28,31,35.89,13,5,0.97,1,"Poor quality, item broke after a week.",2024-05-18,1,1,1,1,Low Engagement Customer
752,49,0,9,161946,48,33,68.66,9,28,0.71,0,"Great experience, will shop again!",2025-09-23,1,3,1,1,Other
753,29,0,9,112142,38,34,46.27,11,4,0.96,0,Good quality and value for money.,2025-09-19,1,1,1,1,Low Engagement Customer
754,42,1,1,56201,50,38,45.69,14,6,0.65,0,Very satisfied with my purchase.,2025-09-15,1,2,1,1,Potential Customer
755,35,1,9,149123,5,40,53.36,15,26,0.53,0,The website is easy to use.,2025-06-25,1,3,1,1,Other
756,54,1,5,93091,9,24,35.21,8,29,0.9,0,Good quality and value for money.,2025-09-09,1,1,1,1,Low Engagement Customer
757,43,0,9,75023,57,16,42.34,4,23,0.69,0,"Great experience, will shop again!",2025-05-06,1,0,0,0,High Value Customer
758,29,1,0,117346,68,32,63.0,9,12,0.11,0,The website is easy to use.,2025-10-11,1,3,1,1,Other
759,37,0,4,89236,33,37,41.05,15,16,0.84,0,Very satisfied with my purchase.,2025-05-11,1,1,1,1,Low Engagement Customer
760,51,1,8,63604,30,9,37.58,1,27,0.57,0,"Great experience, will shop again!",2025-06-27,1,1,0,0,Low Engagement Customer
761,52,1,9,113592,68,41,55.52,14,21,0.29,0,Good quality and value for money.,2025-10-17,1,3,1,1,Other
762,41,1,5,35084,40,23,42.81,8,4,0.22,0,Excellent customer service.,2025-10-01,1,1,1,1,Low Engagement Customer
763,40,0,9,109542,82,21,53.51,4,10,0.16,0,Excellent customer service.,2025-07-11,1,3,0,0,Other
764,29,0,0,106642,1,7,46.98,0,23,0.71,1,Shipping was too slow.,2024-01-02,1,0,0,0,High Value Customer
765,29,0,3,78271,16,7,42.65,1,4,0.42,1,Customer service was unhelpful.,2025-01-06,1,0,0,0,High Value Customer
766,68,0,9,100933,66,15,56.14,2,15,0.57,0,"Great experience, will shop again!",2025-09-24,1,3,0,0,Other
767,23,1,9,104064,26,16,44.71,4,7,0.82,0,Very satisfied with my purchase.,2025-06-04,1,0,0,0,High Value Customer
768,63,0,2,67339,26,18,48.51,5,13,0.99,0,"Great experience, will shop again!",2025-07-17,1,1,0,0,Low Engagement Customer
769,29,0,9,41026,67,23,45.02,6,30,0.81,0,Excellent customer service.,2025-09-18,1,0,1,1,High Value Customer
770,34,1,7,65278,58,18,35.4,4,7,0.13,0,Good quality and value for money.,2025-06-28,1,0,0,0,High Value Customer
771,55,0,9,77220,33,31,50.95,12,26,0.05,0,Excellent customer service.,2025-07-15,1,1,1,1,Low Engagement Customer
772,65,0,9,130406,94,37,70.41,10,1,0.79,0,The website is easy to use.,2025-07-31,1,3,1,1,Other
773,70,0,9,93021,59,33,47.27,10,2,0.03,0,Love the products and fast shipping.,2025-10-10,1,2,1,1,Potential Customer
774,60,1,9,149959,38,16,66.44,3,19,0.9,0,Love the products and fast shipping.,2025-09-12,1,3,0,0,Other
775,45,1,9,134743,29,30,58.97,10,24,0.15,0,Excellent customer service.,2025-06-21,1,3,1,1,Other
776,40,1,3,30544,34,16,41.86,6,27,0.44,0,"Great experience, will shop again!",2025-10-09,1,1,0,0,Low Engagement Customer
777,37,0,8,92084,29,27,41.58,10,6,0.35,0,Very satisfied with my purchase.,2025-06-28,1,1,1,1,Low Engagement Customer
778,67,0,2,172779,59,25,73.04,4,7,0.8,0,Love the products and fast shipping.,2025-08-03,1,3,1,1,Other
779,33,1,0,61959,45,8,41.02,0,25,0.43,0,Good quality and value for money.,2025-07-17,1,0,0,0,High Value Customer
780,37,0,9,64336,30,19,32.76,6,13,0.75,0,The website is easy to use.,2025-09-04,1,1,0,0,Low Engagement Customer
781,34,0,9,42426,64,37,51.19,13,18,0.87,0,Excellent customer service.,2025-05-02,1,2,1,1,Potential Customer
782,63,0,4,67551,43,26,39.68,8,29,0.14,0,"Great experience, will shop again!",2025-05-21,1,1,1,1,Low Engagement Customer
783,18,1,3,48078,47,8,42.39,0,25,0.47,0,Love the products and fast shipping.,2025-05-03,1,0,0,0,High Value Customer
784,44,1,1,52823,100,16,50.92,2,12,0.62,0,Love the products and fast shipping.,2025-10-26,1,2,0,0,Potential Customer
785,53,0,0,102441,36,19,42.57,5,14,0.46,1,The product did not match the description.,2023-11-10,1,1,0,0,Low Engagement Customer
786,50,1,9,129872,71,36,62.5,11,6,0.39,0,Good quality and value for money.,2025-09-24,1,3,1,1,Other
787,51,0,8,159230,45,27,58.15,7,9,0.42,0,The website is easy to use.,2025-05-13,1,3,1,1,Other
788,32,1,8,99095,28,14,50.49,3,19,0.21,0,Excellent customer service.,2025-10-06,1,0,0,0,High Value Customer
789,49,0,1,31304,94,27,36.73,7,24,0.8,0,The website is easy to use.,2025-10-21,1,2,1,1,Potential Customer
790,21,0,5,34517,71,13,40.31,1,21,0.3,0,Very satisfied with my purchase.,2025-08-02,1,0,0,0,High Value Customer
791,62,0,8,62078,14,22,43.0,8,24,0.14,0,Very satisfied with my purchase.,2025-09-06,1,1,0,1,Low Engagement Customer
792,43,0,5,39736,95,28,55.33,9,4,0.91,0,Very satisfied with my purchase.,2025-06-04,1,2,1,1,Potential Customer
793,34,1,9,123812,2,34,50.98,14,11,0.32,1,The product did not match the description.,2024-01-08,1,1,1,1,Low Engagement Customer
794,21,1,3,64276,2,5,24.72,0,26,0.95,0,"Great experience, will shop again!",2025-08-28,1,0,0,0,High Value Customer
795,28,1,5,47134,53,13,32.3,2,28,0.25,0,Good quality and value for money.,2025-08-27,1,0,0,0,High Value Customer
796,30,1,3,50334,100,27,40.25,6,15,0.06,0,"Great experience, will shop again!",2025-10-10,1,2,1,1,Potential Customer
797,48,0,8,105250,44,11,53.89,0,11,0.42,0,The website is easy to use.,2025-08-27,1,0,0,0,High Value Customer
798,54,1,6,158701,20,21,64.14,5,30,0.82,1,Customer service was unhelpful.,2024-06-21,1,3,0,0,Other
799,39,1,1,58987,17,5,32.84,0,22,0.68,0,Good quality and value for money.,2025-08-15,1,0,0,0,High Value Customer
800,69,0,1,52615,92,27,41.79,8,6,0.91,0,Love the products and fast shipping.,2025-05-17,1,2,1,1,Potential Customer
801,48,0,5,35865,70,15,44.29,2,29,0.85,0,Excellent customer service.,2025-09-14,1,2,0,0,Potential Customer
802,65,0,4,156783,40,32,64.5,9,8,0.22,0,Very satisfied with my purchase.,2025-05-08,1,3,1,1,Other
803,32,0,9,50324,14,26,40.07,11,17,0.91,0,Love the products and fast shipping.,2025-10-09,1,1,1,1,Low Engagement Customer
804,44,1,4,72114,6,33,27.34,13,7,0.31,0,Good quality and value for money.,2025-05-17,1,1,1,1,Low Engagement Customer
805,31,1,4,127745,1,22,40.47,7,25,0.78,0,Love the products and fast shipping.,2025-07-31,1,1,0,1,Low Engagement Customer
806,21,0,4,101485,21,11,37.14,2,7,0.0,0,"Great experience, will shop again!",2025-09-03,1,0,0,0,High Value Customer
807,70,1,1,79334,5,35,32.44,15,30,0.36,0,Good quality and value for money.,2025-06-23,1,1,1,1,Low Engagement Customer
808,68,1,8,74252,74,32,46.42,10,17,0.55,0,Very satisfied with my purchase.,2025-05-20,1,2,1,1,Potential Customer
809,36,1,9,49894,5,8,28.03,2,29,0.6,0,Love the products and fast shipping.,2025-05-12,1,1,0,0,Low Engagement Customer
810,46,0,8,171906,82,22,73.5,2,22,0.25,0,Good quality and value for money.,2025-06-06,1,3,0,1,Other
811,41,1,8,71730,79,19,43.44,4,8,0.73,0,Excellent customer service.,2025-09-30,1,2,0,0,Potential Customer
812,52,0,9,116394,4,24,43.29,8,4,0.79,0,The website is easy to use.,2025-07-28,1,1,1,1,Low Engagement Customer
813,68,1,7,29109,90,11,33.97,0,17,0.88,1,Difficult to navigate the website.,2024-04-20,1,2,0,0,Potential Customer
814,24,0,5,37085,86,9,46.12,0,10,0.95,0,Very satisfied with my purchase.,2025-09-20,1,0,0,0,High Value Customer
815,22,0,8,107032,61,16,60.3,2,4,0.42,0,Love the products and fast shipping.,2025-09-06,1,0,0,0,High Value Customer
816,50,1,3,25794,39,37,27.24,15,15,0.68,0,Very satisfied with my purchase.,2025-07-22,1,1,1,1,Low Engagement Customer
817,28,1,8,87485,40,26,54.86,9,7,0.37,0,The website is easy to use.,2025-05-20,1,0,1,1,High Value Customer
818,31,0,0,61839,55,9,46.57,1,27,0.28,0,The website is easy to use.,2025-10-04,1,0,0,0,High Value Customer
819,53,1,9,69038,80,27,45.38,8,26,0.24,0,Very satisfied with my purchase.,2025-08-01,1,2,1,1,Potential Customer
820,35,0,8,91304,48,23,54.37,6,2,0.53,0,Excellent customer service.,2025-06-06,1,0,1,1,High Value Customer
821,45,1,9,143049,16,20,53.56,5,27,0.2,0,"Great experience, will shop again!",2025-05-22,1,3,0,0,Other
822,34,1,6,110683,21,17,47.7,4,1,0.43,1,The product did not match the description.,2024-11-11,1,0,0,0,High Value Customer
823,70,0,2,124010,40,28,59.95,8,14,0.57,0,Good quality and value for money.,2025-09-05,1,3,1,1,Other
824,69,0,8,63873,20,33,38.54,13,17,0.18,0,Excellent customer service.,2025-10-14,1,1,1,1,Low Engagement Customer
825,50,0,4,140590,33,28,63.37,8,27,0.39,0,Very satisfied with my purchase.,2025-07-01,1,3,1,1,Other
826,23,1,8,92531,61,11,50.75,0,17,0.21,0,Love the products and fast shipping.,2025-10-13,1,0,0,0,High Value Customer
827,68,0,2,119517,29,7,48.39,0,28,0.09,1,Difficult to navigate the website.,2024-09-29,1,3,0,0,Other
828,47,0,5,34729,96,23,45.65,6,20,0.58,0,Good quality and value for money.,2025-09-10,1,2,1,1,Potential Customer
829,28,0,9,56607,43,15,41.77,4,10,0.64,0,Good quality and value for money.,2025-09-20,1,0,0,0,High Value Customer
830,70,1,9,141746,64,41,56.14,13,18,0.04,0,"Great experience, will shop again!",2025-08-09,1,3,1,1,Other
831,24,1,5,20905,55,13,29.52,3,24,0.27,0,"Great experience, will shop again!",2025-05-10,1,0,0,0,High Value Customer
832,70,0,8,158382,87,29,61.61,6,5,0.36,0,Excellent customer service.,2025-08-28,1,3,1,1,Other
833,44,1,9,94375,55,36,49.32,13,21,0.52,0,Good quality and value for money.,2025-07-02,1,2,1,1,Potential Customer
834,24,1,1,60119,31,15,37.57,4,25,0.86,0,Love the products and fast shipping.,2025-10-08,1,0,0,0,High Value Customer
835,45,0,9,59146,72,36,49.17,12,4,0.16,0,The website is easy to use.,2025-07-04,1,2,1,1,Potential Customer
836,65,1,8,51242,14,35,40.22,15,18,0.26,0,Excellent customer service.,2025-06-22,1,1,1,1,Low Engagement Customer
837,46,1,0,169791,8,40,57.38,15,27,0.63,0,The website is easy to use.,2025-06-24,1,3,1,1,Other
838,43,1,9,131767,13,13,52.31,3,24,0.67,0,Love the products and fast shipping.,2025-09-10,1,3,0,0,Other
839,42,1,8,99137,80,27,61.4,6,15,0.13,0,"Great experience, will shop again!",2025-06-30,1,3,1,1,Other
840,48,1,9,122475,63,18,56.75,2,17,0.12,0,"Great experience, will shop again!",2025-05-21,1,3,0,0,Other
841,24,0,8,55267,14,8,42.93,1,8,0.96,1,I will not be shopping here again.,2024-06-01,1,0,0,0,High Value Customer
842,53,0,6,141829,34,40,60.68,14,15,0.93,0,The website is easy to use.,2025-08-14,1,3,1,1,Other
843,65,1,7,65509,58,11,43.98,0,8,0.57,0,Good quality and value for money.,2025-06-21,1,2,0,0,Potential Customer
844,43,1,4,68865,34,26,47.78,9,21,0.32,0,Excellent customer service.,2025-07-03,1,1,1,1,Low Engagement Customer
845,58,0,4,160729,58,25,58.44,5,19,0.83,1,"Poor quality, item broke after a week.",2024-09-17,1,3,1,1,Other
846,65,1,4,135733,34,35,46.62,13,21,0.49,0,"Great experience, will shop again!",2025-10-22,1,3,1,1,Other
847,31,1,9,134758,25,29,48.75,10,28,0.93,1,Customer service was unhelpful.,2025-04-10,1,3,1,1,Other
848,54,1,5,83679,17,30,36.42,12,24,0.64,0,Love the products and fast shipping.,2025-09-29,1,1,1,1,Low Engagement Customer
849,67,1,1,67834,54,33,42.36,11,23,0.86,0,Good quality and value for money.,2025-05-22,1,2,1,1,Potential Customer
850,18,1,0,87532,44,9,48.99,0,4,0.66,0,Good quality and value for money.,2025-10-24,1,0,0,0,High Value Customer
851,30,0,2,119603,44,24,58.47,7,8,0.01,0,The website is easy to use.,2025-08-27,1,3,1,1,Other
852,34,1,4,64014,29,15,33.29,5,8,0.2,0,"Great experience, will shop again!",2025-08-10,1,1,0,0,Low Engagement Customer
853,33,0,1,73344,23,17,49.1,5,6,0.73,0,Excellent customer service.,2025-09-06,1,0,0,0,High Value Customer
854,40,1,5,41261,3,27,21.64,12,7,0.09,0,Love the products and fast shipping.,2025-08-26,1,1,1,1,Low Engagement Customer
855,50,0,5,78818,68,42,59.3,15,30,0.3,0,Good quality and value for money.,2025-09-09,1,2,1,1,Potential Customer
856,39,1,1,79372,40,13,42.65,2,26,0.02,0,Love the products and fast shipping.,2025-08-11,1,0,0,0,High Value Customer
857,22,1,9,74165,88,19,48.39,3,27,0.25,0,Love the products and fast shipping.,2025-10-14,1,0,0,0,High Value Customer
858,20,0,2,52253,56,12,42.89,1,17,0.11,0,"Great experience, will shop again!",2025-07-28,1,0,0,0,High Value Customer
859,20,1,5,73388,26,8,39.3,0,28,0.62,0,Excellent customer service.,2025-07-03,1,0,0,0,High Value Customer
860,37,1,9,117138,91,42,63.04,13,13,0.96,0,Excellent customer service.,2025-08-25,1,3,1,1,Other
861,51,0,8,120908,86,36,52.7,10,1,0.55,0,Very satisfied with my purchase.,2025-06-18,1,3,1,1,Other
862,18,0,2,96190,86,16,65.35,0,16,0.3,0,Good quality and value for money.,2025-06-10,1,0,0,0,High Value Customer
863,27,0,5,22547,18,22,37.67,9,25,0.77,0,"Great experience, will shop again!",2025-07-27,1,1,0,1,Low Engagement Customer
864,40,0,8,44713,75,17,48.03,4,22,0.39,0,Very satisfied with my purchase.,2025-09-29,1,2,0,0,Potential Customer
865,66,0,5,51643,51,6,42.59,0,27,0.7,0,The website is easy to use.,2025-07-10,1,1,0,0,Low Engagement Customer
